143,init_kaiming,relu,None,Adam,12,0.163565
144,init_kaiming,relu,BatchNorm1d,SGD,42,0.234870
145,init_kaiming,relu,BatchNorm1d,SGD,56,0.230293
146,init_kaiming,relu,BatchNorm1d,SGD,12,0.232897
147,init_kaiming,relu,BatchNorm1d,RMSprop,42,0.150004
148,init_kaiming,relu,BatchNorm1d,RMSprop,56,0.138295
149,init_kaiming,relu,BatchNorm1d,RMSprop,12,0.150960
150,init_kaiming,relu,BatchNorm1d,Adam,42,0.151648
151,init_kaiming,relu,BatchNorm1d,Adam,56,0.136542
152,init_kaiming,relu,BatchNorm1d,Adam,12,0.146912
153,init_kaiming,relu,LayerNorm,SGD,42,0.194827
154,init_kaiming,relu,LayerNorm,SGD,56,0.190380
155,init_kaiming,relu,LayerNorm,SGD,12,0.186533
156,init_kaiming,relu,LayerNorm,RMSprop,42,0.116760
157,init_kaiming,relu,LayerNorm,RMSprop,56,0.109345
158,init_kaiming,relu,LayerNorm,RMSprop,12,0.131263
159,init_kaiming,relu,LayerNorm,Adam,42,0.137919
160,init_kaiming,relu,LayerNorm,Adam,56,0.121653
161,init_kaiming,relu,LayerNorm,Adam,12,0.129875
